Paket_id,Vikt,Förtjänst,Deadline,Penalty,Score,Loaded
2241348427,0.6,3,-5,-25,69.75,1
2241351171,1.4,4,-5,-25,69.66666666666666,1
2241328931,3.7,5,-5,-25,69.62765957446808,1
2241353453,0.7,3,-5,-25,69.38235294117646,1
2241346182,4.7,5,-5,-25,69.25438596491227,1
2241337794,5.2,5,-5,-25,69.11290322580645,1
2241330490,5.4,5,-5,-25,69.0625,1
2241355395,1.9,4,-5,-25,68.94827586206897,1
2241357962,6.3,5,-5,-25,68.86986301369862,1
2241331139,7.1,5,-5,-25,68.73456790123457,1
2241333621,2.1,4,-5,-25,68.7258064516129,1
2241327780,8.3,5,-5,-25,68.5752688172043,1
2241347023,9.0,5,-5,-25,68.5,1
2241346173,9.1,5,-5,-25,68.49009900990099,1
2241325319,9.5,5,-5,-25,68.45238095238095,1
2241341901,9.5,5,-5,-25,68.45238095238095,1
2241339902,9.6,5,-5,-25,68.4433962264151,1
2241329286,9.6,5,-5,-25,68.4433962264151,1
2241335057,9.8,5,-5,-25,68.42592592592592,1
2241344049,10.3,5,-5,-25,68.38495575221239,1
2241354952,10.8,5,-5,-25,68.34745762711864,1
2241325642,11.0,5,-5,-25,68.33333333333334,1
2241327199,11.2,5,-5,-25,68.31967213114754,1
2241352454,11.6,5,-5,-25,68.29365079365078,1
2241344805,1.6,3,-5,-25,67.34615384615384,1
2241352259,5.6,4,-5,-25,67.01515151515152,1
2241326034,1.9,3,-5,-25,66.94827586206897,1
2241353939,6.0,4,-5,-25,66.92857142857143,1
2241344783,6.4,4,-5,-25,66.85135135135135,1
2241348651,6.7,4,-5,-25,66.7987012987013,1
2241356872,6.8,4,-5,-25,66.78205128205128,1
2241332222,7.0,4,-5,-25,66.75,1
2241329041,2.2,3,-5,-25,66.625,1
2241323501,9.2,4,-5,-25,66.48039215686275,1
2241353052,9.5,4,-5,-25,66.45238095238095,1
2241323894,10.2,4,-5,-25,66.39285714285714,1
2241339045,10.8,4,-5,-25,66.34745762711864,1
2241350174,10.9,4,-5,-25,66.34033613445378,1
2241337000,11.1,4,-5,-25,66.32644628099175,1
2241341476,11.1,4,-5,-25,66.32644628099175,1
2241351602,11.5,4,-5,-25,66.3,1
2241324898,2.6,3,-5,-25,66.27777777777777,1
2241342745,3.3,3,-5,-25,65.82558139534883,1
2241346192,3.9,3,-5,-25,65.5408163265306,1
2241333903,4.2,3,-5,-25,65.42307692307692,1
2241350598,4.2,3,-5,-25,65.42307692307692,1
2241337402,0.7,1,-5,-25,65.38235294117646,1
2241323828,4.7,3,-5,-25,65.25438596491227,1
2241336680,1.7,2,-5,-25,65.2037037037037,1
2241327225,4.9,3,-5,-25,65.19491525423729,1
2241346509,5.0,3,-5,-25,65.16666666666666,1
2241323280,5.0,3,-5,-25,65.16666666666666,1
2241333917,5.4,3,-5,-25,65.0625,1
2241332275,0.8,1,-5,-25,65.05555555555556,1
2241351667,5.7,3,-5,-25,64.99253731343283,1
2241327249,6.2,3,-5,-25,64.88888888888889,1
2241350357,9.4,3,-5,-25,64.46153846153845,1
2241340914,2.4,2,-5,-25,64.44117647058823,1
2241346345,9.8,3,-5,-25,64.42592592592592,1
2241325384,9.8,3,-5,-25,64.42592592592592,1
2241340255,10.7,3,-5,-25,64.35470085470085,1
2241339145,10.9,3,-5,-25,64.34033613445378,1
2241335482,1.2,1,-5,-25,64.04545454545455,1
2241339007,3.0,2,-5,-25,64.0,1
2241342568,3.2,2,-5,-25,63.88095238095238,1
2241327326,4.2,2,-5,-25,63.42307692307692,1
2241347618,1.6,1,-5,-25,63.34615384615385,1
2241343630,5.8,2,-5,-25,62.970588235294116,1
2241332349,2.0,1,-5,-25,62.833333333333336,1
2241343971,7.2,2,-5,-25,62.71951219512195,1
2241347743,7.5,2,-5,-25,62.6764705882353,1
2241350983,8.3,2,-5,-25,62.575268817204304,1
2241356164,9.0,2,-5,-25,62.5,1
2241334675,9.1,2,-5,-25,62.49009900990099,1
2241344212,9.2,2,-5,-25,62.48039215686275,1
2241343063,10.7,2,-5,-25,62.35470085470085,1
2241343447,11.0,2,-5,-25,62.333333333333336,1
2241334632,11.3,2,-5,-25,62.3130081300813,1
2241331987,11.4,2,-5,-25,62.306451612903224,1
2241353315,11.8,2,-5,-25,62.28125,1
2241341848,2.7,1,-5,-25,62.2027027027027,1
2241328905,3.0,1,-5,-25,62.0,1
2241327045,4.1,1,-5,-25,61.46078431372549,1
2241326357,4.4,1,-5,-25,61.351851851851855,1
2241346670,0.9,9,-4,-16,61.26315789473684,1
2241327726,0.9,9,-4,-16,61.26315789473684,1
2241351539,0.9,9,-4,-16,61.26315789473684,1
2241351023,5.0,1,-5,-25,61.166666666666664,1
2241344419,0.1,7,-4,-16,61.09090909090909,1
2241327937,6.3,1,-5,-25,60.86986301369863,1
2241350973,6.7,1,-5,-25,60.798701298701296,1
2241336148,7.0,1,-5,-25,60.75,1
2241356688,7.1,1,-5,-25,60.73456790123457,1
2241333874,8.3,1,-5,-25,60.575268817204304,1
2241352577,11.1,1,-5,-25,60.32644628099174,1
2241329278,0.5,7,-4,-16,58.666666666666664,1
2241339473,0.5,7,-4,-16,58.666666666666664,1
2241331122,2.8,9,-4,-16,58.631578947368425,1
2241323672,2.8,9,-4,-16,58.631578947368425,1
2241351596,2.9,9,-4,-16,58.56410256410256,1
2241323490,3.1,9,-4,-16,58.4390243902439,1
2241351671,1.3,8,-4,-16,58.34782608695652,1
2241355902,0.2,6,-4,-16,58.333333333333336,1
2241343710,3.6,9,-4,-16,58.17391304347826,1
2241327782,4.6,9,-4,-16,57.785714285714285,1
2241331246,4.8,9,-4,-16,57.724137931034484,1
2241350406,4.9,9,-4,-16,57.69491525423729,1
2241351334,5.0,9,-4,-16,57.666666666666664,1
2241341955,5.0,9,-4,-16,57.666666666666664,1
2241337378,1.9,8,-4,-16,57.44827586206897,1
2241341900,7.1,9,-4,-16,57.23456790123457,1
2241357092,2.1,8,-4,-16,57.225806451612904,1
2241354455,7.2,9,-4,-16,57.21951219512195,1
2241334684,7.4,9,-4,-16,57.19047619047619,1
2241330732,7.8,9,-4,-16,57.13636363636363,1
2241349131,0.1,5,-4,-16,57.09090909090909,1
2241325086,8.2,9,-4,-16,57.08695652173913,1
2241335484,8.4,9,-4,-16,57.06382978723404,1
2241343642,10.3,9,-4,-16,56.88495575221239,1
2241330811,10.6,9,-4,-16,56.86206896551724,1
2241341894,2.5,8,-4,-16,56.857142857142854,1
2241335640,11.2,9,-4,-16,56.81967213114754,1
2241351016,11.6,9,-4,-16,56.79365079365079,1
2241348633,11.9,9,-4,-16,56.775193798449614,1
2241338227,11.9,9,-4,-16,56.775193798449614,1
2241344735,11.9,9,-4,-16,56.775193798449614,1
2241328134,1.1,7,-4,-16,56.76190476190476,1
2241355283,1.2,7,-4,-16,56.54545454545455,1
2241355615,3.3,8,-4,-16,56.325581395348834,1
2241329080,3.5,8,-4,-16,56.22222222222222,1
2241350486,3.8,8,-4,-16,56.083333333333336,1
2241338239,4.2,8,-4,-16,55.92307692307692,1
2241333889,4.8,8,-4,-16,55.724137931034484,1
2241337081,5.2,8,-4,-16,55.61290322580645,1
2241352434,7.6,8,-4,-16,55.16279069767442,1
2241352762,2.2,7,-4,-16,55.125,1
2241340854,7.9,8,-4,-16,55.12359550561798,1
2241354861,8.0,8,-4,-16,55.111111111111114,1
2241341300,0.1,4,-4,-16,55.09090909090909,1
2241335543,8.4,8,-4,-16,55.06382978723404,1
2241323127,8.6,8,-4,-16,55.041666666666664,1
2241355870,8.9,8,-4,-16,55.01010101010101,1
2241327280,9.0,8,-4,-16,55.0,1
2241345455,9.1,8,-4,-16,54.99009900990099,1
2241323824,11.0,8,-4,-16,54.833333333333336,1
2241338393,11.3,8,-4,-16,54.8130081300813,1
2241349845,11.3,8,-4,-16,54.8130081300813,1
2241345030,11.5,8,-4,-16,54.8,1
2241347539,11.6,8,-4,-16,54.79365079365079,1
2241341383,1.1,6,-4,-16,54.76190476190476,1
2241327591,3.3,7,-4,-16,54.325581395348834,1
2241340684,3.6,7,-4,-16,54.17391304347826,1
2241357239,1.5,6,-4,-16,54.0,1
2241330147,4.5,7,-4,-16,53.81818181818182,1
2241346934,1.7,6,-4,-16,53.7037037037037,1
2241352957,5.8,7,-4,-16,53.470588235294116,1
2241325504,6.1,7,-4,-16,53.40845070422535,1
2241330467,7.0,7,-4,-16,53.25,1
2241350559,7.1,7,-4,-16,53.23456790123457,1
2241329689,0.4,4,-4,-16,53.142857142857146,1
2241336858,9.0,7,-4,-16,53.0,1
2241343814,1.0,5,-4,-16,53.0,1
2241347420,9.1,7,-4,-16,52.99009900990099,1
2241343561,9.2,7,-4,-16,52.98039215686275,1
2241332252,10.6,7,-4,-16,52.86206896551724,1
2241340902,11.7,7,-4,-16,52.78740157480315,1
2241332459,1.1,5,-4,-16,52.76190476190476,1
2241356880,2.7,6,-4,-16,52.7027027027027,1
2241354216,0.5,4,-4,-16,52.666666666666664,1
2241325512,3.1,6,-4,-16,52.4390243902439,1
2241344744,3.1,6,-4,-16,52.4390243902439,1
2241346324,0.6,4,-4,-16,52.25,1
2241352013,0.6,4,-4,-16,52.25,1
2241342357,3.6,6,-4,-16,52.17391304347826,1
2241328148,3.7,6,-4,-16,52.12765957446808,1
2241349164,4.4,6,-4,-16,51.851851851851855,1
2241356133,1.6,5,-4,-16,51.84615384615385,1
2241336963,4.5,6,-4,-16,51.81818181818182,1
2241346993,5.1,6,-4,-16,51.63934426229508,1
2241352890,5.1,6,-4,-16,51.63934426229508,1
2241351192,5.3,6,-4,-16,51.58730158730159,1
2241330699,1.9,5,-4,-16,51.44827586206897,1
2241336882,6.0,6,-4,-16,51.42857142857143,1
2241349897,6.0,6,-4,-16,51.42857142857143,1
2241339422,6.4,6,-4,-16,51.351351351351354,1
2241355878,7.5,6,-4,-16,51.1764705882353,1
2241330763,8.0,6,-4,-16,51.111111111111114,1
2241339488,2.3,5,-4,-16,51.03030303030303,1
2241340099,1.0,4,-4,-16,51.0,1
2241328083,9.1,6,-4,-16,50.99009900990099,1
2241326545,10.3,6,-4,-16,50.88495575221239,1
2241340680,11.1,6,-4,-16,50.82644628099174,1
2241329527,11.7,6,-4,-16,50.78740157480315,1
2241347532,2.6,5,-4,-16,50.77777777777778,1
2241352551,12.0,6,-4,-16,50.76923076923077,1
2241327201,2.7,5,-4,-16,50.7027027027027,1
2241357720,2.8,5,-4,-16,50.631578947368425,1
2241327805,2.9,5,-4,-16,50.56410256410256,1
2241335814,2.9,5,-4,-16,50.56410256410256,1
2241347547,1.5,4,-4,-16,50.0,1
2241339477,4.3,5,-4,-16,49.886792452830186,1
2241332502,4.8,5,-4,-16,49.724137931034484,1
2241338283,5.1,5,-4,-16,49.63934426229508,1
2241326258,0.1,9,-3,-9,49.59090909090909,1
2241325485,5.7,5,-4,-16,49.492537313432834,1
2241343485,1.9,4,-4,-16,49.44827586206897,1
2241358007,6.1,5,-4,-16,49.40845070422535,1
2241353146,6.3,5,-4,-16,49.36986301369863,1
2241345444,6.4,5,-4,-16,49.351351351351354,1
2241348762,2.0,4,-4,-16,49.333333333333336,1
2241329926,2.0,4,-4,-16,49.333333333333336,1
2241333233,6.7,5,-4,-16,49.298701298701296,1
2241347488,2.2,4,-4,-16,49.125,1
2241338436,8.0,5,-4,-16,49.111111111111114,1
2241346332,0.1,1,-4,-16,49.09090909090909,1
2241324718,8.2,5,-4,-16,49.08695652173913,1
2241327168,1.0,3,-4,-16,49.0,1
2241335687,9.7,5,-4,-16,48.93457943925234,1
2241333450,9.8,5,-4,-16,48.925925925925924,1
2241326288,9.8,5,-4,-16,48.925925925925924,1
2241328463,2.5,4,-4,-16,48.857142857142854,1
2241339280,10.7,5,-4,-16,48.85470085470085,1
2241349638,10.9,5,-4,-16,48.84033613445378,1
2241354656,0.2,9,-3,-9,48.833333333333336,1
2241325458,3.1,4,-4,-16,48.4390243902439,1
2241352928,1.3,3,-4,-16,48.34782608695652,1
2241344167,4.0,4,-4,-16,48.0,1
2241327826,4.0,4,-4,-16,48.0,1
2241351453,4.0,4,-4,-16,48.0,1
2241344800,4.3,4,-4,-16,47.886792452830186,1
2241350094,4.3,4,-4,-16,47.886792452830186,1
2241355364,4.8,4,-4,-16,47.724137931034484,1
2241338439,1.7,3,-4,-16,47.7037037037037,1
2241336748,0.4,9,-3,-9,47.642857142857146,1
2241325761,1.9,3,-4,-16,47.44827586206897,1
2241335386,8.2,4,-4,-16,47.08695652173913,1
2241342601,8.6,4,-4,-16,47.041666666666664,1
2241347235,8.9,4,-4,-16,47.01010101010101,1
2241356388,9.9,4,-4,-16,46.91743119266055,1
2241341876,10.1,4,-4,-16,46.9009009009009,1
2241356674,10.9,4,-4,-16,46.84033613445378,1
2241346780,11.1,4,-4,-16,46.82644628099174,1
2241334580,2.6,3,-4,-16,46.77777777777778,1
2241342982,2.6,3,-4,-16,46.77777777777778,1
2241332744,2.8,3,-4,-16,46.631578947368425,1
2241346611,2.9,3,-4,-16,46.56410256410256,1
2241330233,3.5,3,-4,-16,46.22222222222222,1
2241328549,0.3,8,-3,-9,46.19230769230769,1
2241346593,4.0,3,-4,-16,46.0,1
2241344385,1.5,2,-4,-16,46.0,1
2241351546,4.7,3,-4,-16,45.75438596491228,1
2241323991,0.1,7,-3,-9,45.59090909090909,1
2241342926,1.8,2,-4,-16,45.57142857142857,1
2241339162,7.0,3,-4,-16,45.25,1
2241346424,7.3,3,-4,-16,45.204819277108435,1
2241326748,7.5,3,-4,-16,45.1764705882353,1
2241355711,0.5,8,-3,-9,45.166666666666664,1
2241356812,7.7,3,-4,-16,45.14942528735632,1
2241351821,2.2,2,-4,-16,45.125,1
2241350072,1.2,9,-3,-9,45.04545454545455,1
2241332520,9.4,3,-4,-16,44.96153846153846,1
2241349653,10.3,3,-4,-16,44.88495575221239,1
2241349290,2.5,2,-4,-16,44.857142857142854,1
2241352650,10.9,3,-4,-16,44.84033613445378,1
2241330082,1.4,9,-3,-9,44.666666666666664,1
2241354700,3.6,2,-4,-16,44.17391304347826,1
2241337914,3.6,2,-4,-16,44.17391304347826,1
2241323250,1.9,9,-3,-9,43.94827586206897,1
2241331184,4.4,2,-4,-16,43.851851851851855,1
2241343987,1.6,1,-4,-16,43.84615384615385,1
2241346091,2.1,9,-3,-9,43.725806451612904,1
2241339073,5.2,2,-4,-16,43.61290322580645,1
2241354958,6.4,2,-4,-16,43.351351351351354,1
2241357436,7.2,2,-4,-16,43.21951219512195,1
2241333089,7.7,2,-4,-16,43.14942528735632,1
2241331625,9.2,2,-4,-16,42.98039215686275,1
2241330802,2.4,1,-4,-16,42.94117647058823,1
2241342699,3.1,9,-3,-9,42.9390243902439,1
2241340205,3.3,9,-3,-9,42.825581395348834,1
2241345586,11.6,2,-4,-16,42.79365079365079,1
2241342123,2.9,1,-4,-16,42.56410256410256,1
2241341168,4.2,9,-3,-9,42.42307692307692,1
2241351775,4.4,9,-3,-9,42.351851851851855,1
2241335251,3.3,1,-4,-16,42.325581395348834,1
2241339547,4.7,9,-3,-9,42.25438596491228,1
2241333399,4.8,9,-3,-9,42.224137931034484,1
2241343324,1.7,8,-3,-9,42.2037037037037,1
2241343012,3.6,1,-4,-16,42.17391304347826,1
2241344872,3.7,1,-4,-16,42.12765957446808,1
2241340836,5.4,9,-3,-9,42.0625,1
2241333337,0.8,7,-3,-9,42.05555555555556,1
2241331573,4.0,1,-4,-16,42.0,1
2241327037,5.7,9,-3,-9,41.992537313432834,1
2241339152,4.1,1,-4,-16,41.96078431372549,1
2241347682,5.9,9,-3,-9,41.94927536231884,1
2241326490,6.0,9,-3,-9,41.92857142857143,1
2241333899,6.3,9,-3,-9,41.86986301369863,1
2241354776,6.8,9,-3,-9,41.782051282051285,1
2241349908,2.1,8,-3,-9,41.725806451612904,1
2241352791,7.5,9,-3,-9,41.6764705882353,1
2241353592,7.6,9,-3,-9,41.66279069767442,1
2241325279,8.2,9,-3,-9,41.58695652173913,1
2241345146,6.1,1,-4,-16,41.40845070422535,1
2241328229,10.3,9,-3,-9,41.38495575221239,1
2241350930,11.0,9,-3,-9,41.333333333333336,1
2241324762,11.0,9,-3,-9,41.333333333333336,1
2241355067,6.6,1,-4,-16,41.31578947368421,1
2241332855,7.0,1,-4,-16,41.25,1
2241333099,7.1,1,-4,-16,41.23456790123457,1
2241333222,7.1,1,-4,-16,41.23456790123457,1
2241337043,7.6,1,-4,-16,41.16279069767442,1
2241337839,8.0,1,-4,-16,41.111111111111114,1
2241332760,8.6,1,-4,-16,41.041666666666664,1
2241327429,8.8,1,-4,-16,41.02040816326531,1
2241349040,9.1,1,-4,-16,40.99009900990099,1
2241357778,9.5,1,-4,-16,40.95238095238095,1
2241355972,9.5,1,-4,-16,40.95238095238095,1
2241330689,9.8,1,-4,-16,40.925925925925924,1
2241334372,10.4,1,-4,-16,40.87719298245614,1
2241356039,3.3,8,-3,-9,40.825581395348834,1
2241352686,11.9,1,-4,-16,40.775193798449614,1
2241334966,3.5,8,-3,-9,40.72222222222222,1
2241347400,1.5,7,-3,-9,40.5,1
2241355491,1.5,7,-3,-9,40.5,1
2241331650,4.0,8,-3,-9,40.5,1
2241345718,4.4,8,-3,-9,40.351851851851855,1
2241349370,0.3,5,-3,-9,40.19230769230769,1
2241346235,5.3,8,-3,-9,40.08730158730159,1
2241324861,6.0,8,-3,-9,39.92857142857143,1
2241344764,7.3,8,-3,-9,39.704819277108435,1
2241355118,7.4,8,-3,-9,39.69047619047619,1
2241347260,7.8,8,-3,-9,39.63636363636363,1
2241330642,7.9,8,-3,-9,39.62359550561798,1
2241346430,9.3,8,-3,-9,39.470873786407765,1
2241335747,9.9,8,-3,-9,39.41743119266055,1
2241326365,9.9,8,-3,-9,39.41743119266055,1
2241331909,10.2,8,-3,-9,39.392857142857146,1
2241353868,10.6,8,-3,-9,39.36206896551724,1
2241332898,10.7,8,-3,-9,39.35470085470085,1
2241349260,11.7,8,-3,-9,39.28740157480315,1
2241323518,11.9,8,-3,-9,39.275193798449614,1
2241325809,3.9,7,-3,-9,38.54081632653061,1
2241331042,3.9,7,-3,-9,38.54081632653061,1
2241334642,4.4,7,-3,-9,38.351851851851855,1
2241356301,4.5,7,-3,-9,38.31818181818182,1
2241355642,5.9,7,-3,-9,37.94927536231884,1
2241331148,6.0,7,-3,-9,37.92857142857143,1
2241340463,6.5,7,-3,-9,37.833333333333336,1
2241349932,2.0,6,-3,-9,37.833333333333336,1
2241346139,0.9,5,-3,-9,37.76315789473684,1
2241331085,0.9,5,-3,-9,37.76315789473684,1
2241328467,2.1,6,-3,-9,37.725806451612904,1
2241326786,7.3,7,-3,-9,37.704819277108435,1
2241358185,8.2,7,-3,-9,37.58695652173913,1
2241335646,8.5,7,-3,-9,37.55263157894737,1
2241350950,9.0,7,-3,-9,37.5,1
2241328337,9.1,7,-3,-9,37.49009900990099,1
2241340746,9.2,7,-3,-9,37.48039215686275,1
2241325826,9.7,7,-3,-9,37.43457943925234,1
2241324115,9.7,7,-3,-9,37.43457943925234,1
2241343293,9.9,7,-3,-9,37.41743119266055,1
2241335761,10.6,7,-3,-9,37.36206896551724,1
2241351990,11.2,7,-3,-9,37.31967213114754,1
2241327310,11.6,7,-3,-9,37.29365079365079,1
2241342523,3.8,6,-3,-9,36.583333333333336,1
2241328997,4.0,6,-3,-9,36.5,1
2241337809,4.0,6,-3,-9,36.5,1
2241326829,4.1,6,-3,-9,36.46078431372549,1
2241356524,4.3,6,-3,-9,36.38679245283019,1
2241340676,4.3,6,-3,-9,36.38679245283019,1
2241345190,0.7,4,-3,-9,36.38235294117647,1
2241332749,5.2,6,-3,-9,36.11290322580645,1
2241353670,5.2,6,-3,-9,36.11290322580645,1
2241349831,6.3,6,-3,-9,35.869863013698634,1
2241351577,6.6,6,-3,-9,35.81578947368421,1
2241328725,6.7,6,-3,-9,35.7987012987013,1
2241341787,7.0,6,-3,-9,35.75,1
2241343787,7.3,6,-3,-9,35.704819277108435,1
2241335036,0.5,9,-2,-4,35.666666666666664,1
2241356302,7.6,6,-3,-9,35.66279069767442,1
2241348753,8.1,6,-3,-9,35.598901098901095,1
2241329951,8.1,6,-3,-9,35.598901098901095,1
2241327389,9.1,6,-3,-9,35.49009900990099,1
2241333297,9.3,6,-3,-9,35.470873786407765,1
2241327103,9.8,6,-3,-9,35.425925925925924,1
2241334969,11.1,6,-3,-9,35.32644628099173,1
2241331124,3.1,5,-3,-9,34.9390243902439,1
2241324804,3.8,5,-3,-9,34.58333333333333,1
2241346884,0.8,9,-2,-4,34.55555555555556,1
2241338073,4.2,5,-3,-9,34.42307692307692,1
2241337299,0.7,3,-3,-9,34.38235294117647,1
2241349577,4.7,5,-3,-9,34.25438596491228,1
2241339086,5.1,5,-3,-9,34.13934426229508,1
2241341659,5.6,5,-3,-9,34.015151515151516,1
2241340075,5.8,5,-3,-9,33.970588235294116,1
2241355855,6.3,5,-3,-9,33.869863013698634,1
2241336147,6.3,5,-3,-9,33.869863013698634,1
2241332360,2.2,4,-3,-9,33.625,1
2241326094,7.9,5,-3,-9,33.62359550561798,1
2241323584,9.2,5,-3,-9,33.48039215686275,1
2241327398,9.4,5,-3,-9,33.46153846153846,1
2241339393,9.7,5,-3,-9,33.43457943925233,1
2241336608,11.0,5,-3,-9,33.33333333333333,1
2241325686,11.4,5,-3,-9,33.306451612903224,1
2241344151,0.6,8,-2,-4,33.25,1
2241342832,3.3,4,-3,-9,32.825581395348834,1
2241356167,3.3,4,-3,-9,32.825581395348834,1
2241349872,1.4,3,-3,-9,32.66666666666667,1
2241340058,3.8,4,-3,-9,32.58333333333333,1
2241327157,1.5,3,-3,-9,32.5,1
2241333372,1.9,9,-2,-4,32.44827586206897,1
2241338069,1.9,9,-2,-4,32.44827586206897,1
2241343860,4.3,4,-3,-9,32.38679245283019,1
2241337498,2.0,9,-2,-4,32.33333333333333,1
2241336666,0.3,1,-3,-9,32.19230769230769,1
2241325647,0.4,7,-2,-4,32.14285714285714,1
2241325571,0.4,7,-2,-4,32.14285714285714,1
2241354106,1.8,3,-3,-9,32.07142857142857,1
2241335736,0.8,2,-3,-9,32.05555555555556,1
2241326599,5.5,4,-3,-9,32.03846153846154,1
2241338089,1.9,3,-3,-9,31.948275862068964,1
